Employee_ID,Stress_Level,Hours_Worked_Per_Week,Sleep_Quality,Social_Isolation_Rating,Work_Life_Balance_Rating,Productivity_Change,Emotional_Exhaustion,Depersonalization,Reduced_Personal_Accomplishment,Burnout_Score
EMP2101,High,50,Poor,2,5,No Change,0.875,0.125,0.5,0.5
EMP2102,Medium,55,Good,2,3,Decrease,0.4375,0.375,1.0,0.6041666666666666
EMP2103,High,58,Good,1,5,Increase,0.4750000000000001,0.0,0.0,0.15833333333333335
EMP2104,High,27,Poor,1,3,Decrease,0.5875,0.25,1.0,0.6124999999999999
EMP2105,Low,29,Poor,5,5,No Change,0.6125,0.5,0.5,0.5375
EMP2106,Low,24,Poor,5,1,No Change,0.55,1.0,0.5,0.6833333333333332
EMP2107,Low,27,Average,5,2,Decrease,0.3375,0.875,1.0,0.7374999999999999
EMP2108,High,32,Average,1,3,No Change,0.4,0.25,0.5,0.3833333333333333
EMP2109,High,25,Good,3,4,Increase,0.0625,0.375,0.0,0.14583333333333334
EMP2110,High,35,Good,2,5,Decrease,0.1875,0.125,1.0,0.4375
EMP2111,Medium,38,Good,2,3,No Change,0.22500000000000003,0.375,0.5,0.3666666666666667
EMP2112,Medium,50,Good,4,1,Decrease,0.375,0.875,1.0,0.75
EMP2113,Medium,21,Poor,2,1,Increase,0.5125,0.625,0.0,0.37916666666666665
EMP2114,Medium,28,Poor,2,1,No Change,0.6000000000000001,0.625,0.5,0.5750000000000001
EMP2115,High,57,Poor,5,1,Increase,0.9625,1.0,0.0,0.6541666666666667
EMP2116,Medium,30,Poor,1,4,Increase,0.625,0.125,0.0,0.25
EMP2117,Medium,43,Poor,5,5,Increase,0.7875,0.5,0.0,0.4291666666666667
EMP2118,Low,51,Average,5,4,No Change,0.6375000000000001,0.625,0.5,0.5875
EMP2119,High,48,Poor,1,1,No Change,0.8500000000000001,0.5,0.5,0.6166666666666667
EMP2120,Low,55,Average,4,3,No Change,0.6875,0.625,0.5,0.6041666666666666
EMP2121,Low,38,Good,1,2,Decrease,0.22500000000000003,0.375,1.0,0.5333333333333333
EMP2122,High,55,Average,3,3,No Change,0.6875,0.5,0.5,0.5625
EMP2123,Medium,37,Average,5,5,Increase,0.4625,0.5,0.0,0.32083333333333336
EMP2124,Medium,44,Poor,3,3,No Change,0.8,0.5,0.5,0.6
EMP2125,Medium,49,Poor,4,5,No Change,0.8625,0.375,0.5,0.5791666666666667
EMP2126,Low,25,Average,4,3,Increase,0.3125,0.625,0.0,0.3125
EMP2127,Medium,28,Good,5,5,No Change,0.10000000000000003,0.5,0.5,0.3666666666666667
EMP2128,High,27,Average,3,1,Decrease,0.3375,0.75,1.0,0.6958333333333333
EMP2129,High,56,Poor,2,4,Increase,0.9500000000000001,0.25,0.0,0.4000000000000001
EMP2130,High,55,Poor,4,4,Decrease,0.9375,0.5,1.0,0.8125
EMP2131,Low,37,Average,2,3,Increase,0.4625,0.375,0.0,0.2791666666666667
EMP2132,Low,41,Average,4,3,Increase,0.5125000000000001,0.625,0.0,0.3791666666666667
EMP2133,Medium,55,Average,2,2,No Change,0.6875,0.5,0.5,0.5625
EMP2134,Medium,36,Good,3,2,Increase,0.2,0.625,0.0,0.27499999999999997
EMP2135,Medium,21,Good,3,4,No Change,0.012500000000000011,0.375,0.5,0.29583333333333334
EMP2136,High,23,Good,4,3,No Change,0.03750000000000003,0.625,0.5,0.3875
EMP2137,Low,38,Average,1,4,Decrease,0.47500000000000003,0.125,1.0,0.5333333333333333
EMP2138,High,27,Good,1,2,Decrease,0.08750000000000002,0.375,1.0,0.4875
EMP2139,Medium,20,Average,3,5,No Change,0.25,0.25,0.5,0.3333333333333333
EMP2140,Medium,46,Average,1,5,Decrease,0.5750000000000001,0.0,1.0,0.525
EMP2141,Medium,59,Poor,1,4,Increase,0.9875,0.125,0.0,0.37083333333333335
EMP2142,Medium,22,Poor,3,1,No Change,0.525,0.75,0.5,0.5916666666666667
EMP2143,Low,49,Good,2,3,Increase,0.36250000000000004,0.375,0.0,0.24583333333333335
EMP2144,High,43,Poor,1,2,Decrease,0.7875,0.375,1.0,0.7208333333333333
EMP2145,Medium,35,Good,5,3,Decrease,0.1875,0.75,1.0,0.6458333333333334
EMP2146,High,44,Poor,2,2,Decrease,0.8,0.5,1.0,0.7666666666666666
EMP2147,High,40,Poor,5,3,Decrease,0.75,0.75,1.0,0.8333333333333334
EMP2148,High,25,Poor,3,1,Decrease,0.5625,0.75,1.0,0.7708333333333334
EMP2149,High,49,Poor,5,4,Decrease,0.8625,0.625,1.0,0.8291666666666666
EMP2150,Medium,58,Good,5,3,Increase,0.4750000000000001,0.75,0.0,0.4083333333333334
EMP2151,Low,58,Poor,5,1,Decrease,0.9750000000000001,1.0,1.0,0.9916666666666667
EMP2152,Medium,48,Good,2,4,No Change,0.3500000000000001,0.25,0.5,0.3666666666666667
EMP2153,High,33,Average,2,4,Increase,0.41250000000000003,0.25,0.0,0.22083333333333335
EMP2154,Low,28,Good,4,1,Decrease,0.10000000000000003,0.875,1.0,0.6583333333333333
EMP2155,High,38,Poor,5,3,No Change,0.7250000000000001,0.75,0.5,0.6583333333333333
EMP2156,High,35,Poor,3,5,Decrease,0.6875,0.25,1.0,0.6458333333333334
EMP2157,High,54,Good,2,3,Increase,0.42500000000000004,0.375,0.0,0.26666666666666666
EMP2158,Low,26,Average,4,4,Increase,0.325,0.5,0.0,0.27499999999999997
EMP2159,High,44,Average,2,1,Increase,0.55,0.625,0.0,0.39166666666666666
EMP2160,Medium,51,Good,1,3,Decrease,0.38750000000000007,0.25,1.0,0.5458333333333334
EMP2161,High,31,Poor,3,3,Increase,0.6375,0.5,0.0,0.37916666666666665
EMP2162,Low,51,Average,3,1,Increase,0.6375000000000001,0.75,0.0,0.4625000000000001
EMP2163,Medium,46,Poor,1,3,No Change,0.8250000000000001,0.25,0.5,0.525
EMP2164,High,42,Good,1,4,Increase,0.275,0.125,0.0,0.13333333333333333
EMP2165,Low,32,Good,3,1,Decrease,0.15000000000000002,0.75,1.0,0.6333333333333333
EMP2166,Low,49,Average,2,4,No Change,0.6125,0.25,0.5,0.45416666666666666
EMP2167,High,50,Average,3,2,Decrease,0.625,0.625,1.0,0.75
EMP2168,Low,59,Poor,5,1,No Change,0.9875,1.0,0.5,0.8291666666666666
EMP2169,Low,29,Good,2,4,Decrease,0.11250000000000004,0.25,1.0,0.45416666666666666
EMP2170,Low,24,Average,3,2,No Change,0.30000000000000004,0.625,0.5,0.47500000000000003
EMP2171,Low,59,Average,1,4,Increase,0.7375,0.125,0.0,0.28750000000000003
EMP2172,Low,20,Average,1,3,No Change,0.25,0.25,0.5,0.3333333333333333
EMP2173,Medium,41,Poor,2,4,Increase,0.7625000000000001,0.25,0.0,0.3375000000000001
EMP2174,Medium,41,Poor,1,2,Increase,0.7625000000000001,0.375,0.0,0.3791666666666667
EMP2175,Low,37,Poor,1,5,Increase,0.7125,0.0,0.0,0.23750000000000002
EMP2176,High,36,Good,1,5,Decrease,0.2,0.0,1.0,0.39999999999999997
EMP2177,Medium,58,Poor,3,4,Decrease,0.9750000000000001,0.375,1.0,0.7833333333333333
EMP2178,Medium,38,Average,1,2,Decrease,0.47500000000000003,0.375,1.0,0.6166666666666667
EMP2179,Medium,32,Poor,1,3,No Change,0.65,0.25,0.5,0.4666666666666666
EMP2180,High,46,Average,5,3,Decrease,0.5750000000000001,0.75,1.0,0.775
EMP2181,High,51,Average,4,4,Increase,0.6375000000000001,0.5,0.0,0.3791666666666667
EMP2182,Low,47,Average,5,4,No Change,0.5875,0.625,0.5,0.5708333333333333
EMP2183,Low,21,Poor,5,5,Decrease,0.5125,0.5,1.0,0.6708333333333334
EMP2184,Low,39,Average,1,3,Decrease,0.48750000000000004,0.25,1.0,0.5791666666666667
EMP2185,Low,57,Good,2,1,Decrease,0.4625,0.625,1.0,0.6958333333333333
EMP2186,Medium,27,Average,2,2,Increase,0.3375,0.5,0.0,0.2791666666666667
EMP2187,Low,28,Poor,4,4,Decrease,0.6000000000000001,0.5,1.0,0.7000000000000001
EMP2188,Medium,29,Poor,1,5,Decrease,0.6125,0.0,1.0,0.5375
EMP2189,High,31,Average,3,3,No Change,0.3875,0.5,0.5,0.46249999999999997
EMP2190,High,42,Poor,2,3,Decrease,0.775,0.375,1.0,0.7166666666666667
EMP2191,Medium,43,Poor,5,3,Decrease,0.7875,0.75,1.0,0.8458333333333333
EMP2192,Low,57,Good,5,5,Decrease,0.4625,0.5,1.0,0.6541666666666667
EMP2193,Low,47,Poor,2,2,Decrease,0.8375,0.5,1.0,0.7791666666666667
EMP2194,Low,51,Good,3,1,Increase,0.38750000000000007,0.75,0.0,0.3791666666666667
EMP2195,High,26,Good,2,2,No Change,0.07500000000000001,0.5,0.5,0.35833333333333334
EMP2196,Medium,22,Poor,1,3,No Change,0.525,0.25,0.5,0.425
EMP2197,Medium,52,Poor,2,2,No Change,0.9,0.5,0.5,0.6333333333333333
EMP2198,Medium,27,Poor,3,3,Increase,0.5875,0.5,0.0,0.3625
EMP2199,Medium,20,Good,4,5,Decrease,0.0,0.375,1.0,0.4583333333333333
EMP2200,Medium,21,Poor,3,3,Increase,0.5125,0.5,0.0,0.33749999999999997
EMP2201,Medium,55,Average,2,2,No Change,0.6875,0.5,0.5,0.5625
EMP2202,Low,60,Good,2,1,Increase,0.5,0.625,0.0,0.375
EMP2203,Low,21,Poor,1,5,Decrease,0.5125,0.0,1.0,0.5041666666666667
EMP2204,Medium,45,Poor,5,5,Increase,0.8125,0.5,0.0,0.4375
EMP2205,Medium,31,Average,2,5,Decrease,0.3875,0.125,1.0,0.5041666666666667
EMP2206,Low,53,Poor,4,3,Decrease,0.9125000000000001,0.625,1.0,0.8458333333333333
EMP2207,Low,53,Good,2,3,Decrease,0.4125000000000001,0.375,1.0,0.5958333333333333
EMP2208,Medium,52,Good,3,3,Decrease,0.4,0.5,1.0,0.6333333333333333
EMP2209,Low,40,Average,3,4,Increase,0.5,0.375,0.0,0.2916666666666667
EMP2210,High,54,Poor,3,2,No Change,0.925,0.625,0.5,0.6833333333333332
EMP2211,Medium,46,Average,1,1,Increase,0.5750000000000001,0.5,0.0,0.3583333333333334
EMP2212,Medium,56,Good,5,5,No Change,0.45000000000000007,0.5,0.5,0.4833333333333334
EMP2213,Low,44,Poor,2,2,No Change,0.8,0.5,0.5,0.6
EMP2214,Low,26,Good,1,1,Increase,0.07500000000000001,0.5,0.0,0.19166666666666665
EMP2215,Medium,40,Average,2,2,Decrease,0.5,0.5,1.0,0.6666666666666666
EMP2216,High,42,Average,5,3,Increase,0.525,0.75,0.0,0.425
EMP2217,Low,25,Poor,5,1,Increase,0.5625,1.0,0.0,0.5208333333333334
EMP2218,Medium,47,Good,2,3,Increase,0.3375,0.375,0.0,0.23750000000000002
EMP2219,High,32,Average,5,2,No Change,0.4,0.875,0.5,0.5916666666666667
EMP2220,High,46,Good,5,3,Increase,0.32500000000000007,0.75,0.0,0.3583333333333334
EMP2221,Medium,54,Poor,5,3,Decrease,0.925,0.75,1.0,0.8916666666666666
EMP2222,Low,20,Good,5,4,No Change,0.0,0.625,0.5,0.375
EMP2223,High,55,Good,3,5,Decrease,0.4375,0.25,1.0,0.5625
EMP2224,High,22,Good,3,1,No Change,0.025000000000000022,0.75,0.5,0.425
EMP2225,Low,37,Poor,3,4,No Change,0.7125,0.375,0.5,0.5291666666666667
EMP2226,Medium,46,Good,1,2,Decrease,0.32500000000000007,0.375,1.0,0.5666666666666668
EMP2227,Medium,46,Good,4,3,No Change,0.32500000000000007,0.625,0.5,0.4833333333333334
EMP2228,High,51,Good,4,4,No Change,0.38750000000000007,0.5,0.5,0.4625000000000001
EMP2229,Medium,41,Poor,4,3,Increase,0.7625000000000001,0.625,0.0,0.4625000000000001
EMP2230,Medium,24,Good,5,1,Increase,0.050000000000000044,1.0,0.0,0.35000000000000003
EMP2231,Medium,48,Good,2,4,No Change,0.3500000000000001,0.25,0.5,0.3666666666666667
EMP2232,Medium,24,Good,3,5,No Change,0.050000000000000044,0.25,0.5,0.26666666666666666
EMP2233,Low,45,Good,4,3,Decrease,0.3125,0.625,1.0,0.6458333333333334
EMP2234,Medium,34,Average,4,5,No Change,0.42500000000000004,0.375,0.5,0.43333333333333335
EMP2235,Medium,44,Average,2,1,Increase,0.55,0.625,0.0,0.39166666666666666
EMP2236,High,25,Poor,2,5,No Change,0.5625,0.125,0.5,0.3958333333333333
EMP2237,Low,37,Good,1,2,No Change,0.21250000000000002,0.375,0.5,0.3625
EMP2238,High,52,Poor,3,3,No Change,0.9,0.5,0.5,0.6333333333333333
EMP2239,High,56,Poor,5,3,Increase,0.9500000000000001,0.75,0.0,0.5666666666666668
EMP2240,High,45,Poor,4,3,Increase,0.8125,0.625,0.0,0.4791666666666667
EMP2241,Medium,46,Good,4,2,No Change,0.32500000000000007,0.75,0.5,0.525
EMP2242,Medium,52,Average,4,5,Increase,0.65,0.375,0.0,0.3416666666666666
EMP2243,Medium,28,Good,1,1,Increase,0.10000000000000003,0.5,0.0,0.20000000000000004
EMP2244,Medium,39,Average,1,2,Increase,0.48750000000000004,0.375,0.0,0.28750000000000003
EMP2245,Medium,44,Poor,5,5,Decrease,0.8,0.5,1.0,0.7666666666666666
EMP2246,Low,49,Average,4,1,Decrease,0.6125,0.875,1.0,0.8291666666666666
EMP2247,High,32,Poor,4,2,Decrease,0.65,0.75,1.0,0.7999999999999999
EMP2248,High,36,Good,3,1,Decrease,0.2,0.75,1.0,0.65
EMP2249,Low,22,Poor,3,3,Increase,0.525,0.5,0.0,0.3416666666666666
EMP2250,High,57,Poor,3,4,Increase,0.9625,0.375,0.0,0.4458333333333333
EMP2251,Medium,33,Good,5,1,Decrease,0.16250000000000003,1.0,1.0,0.7208333333333333
EMP2252,Low,48,Good,5,4,Increase,0.3500000000000001,0.625,0.0,0.325
EMP2253,High,29,Poor,3,1,Increase,0.6125,0.75,0.0,0.45416666666666666
EMP2254,High,53,Average,1,5,Increase,0.6625000000000001,0.0,0.0,0.22083333333333335
EMP2255,Medium,29,Poor,4,3,No Change,0.6125,0.625,0.5,0.5791666666666667
EMP2256,High,21,Average,4,5,Decrease,0.2625,0.375,1.0,0.5458333333333333
EMP2257,Medium,52,Average,4,5,Decrease,0.65,0.375,1.0,0.6749999999999999
EMP2258,Low,34,Poor,1,1,Increase,0.675,0.5,0.0,0.39166666666666666
EMP2259,Low,36,Average,5,1,No Change,0.45,1.0,0.5,0.65
EMP2260,Medium,42,Poor,5,2,Increase,0.775,0.875,0.0,0.5499999999999999
EMP2261,Low,56,Good,5,2,Decrease,0.45000000000000007,0.875,1.0,0.775
EMP2262,High,39,Good,4,4,Decrease,0.23750000000000004,0.5,1.0,0.5791666666666667
EMP2263,Medium,50,Average,2,1,Decrease,0.625,0.625,1.0,0.75
EMP2264,Medium,20,Poor,3,4,Increase,0.5,0.375,0.0,0.2916666666666667
EMP2265,High,26,Average,2,5,Increase,0.325,0.125,0.0,0.15
EMP2266,High,33,Average,3,2,No Change,0.41250000000000003,0.625,0.5,0.5125000000000001
EMP2267,Medium,56,Poor,1,2,Increase,0.9500000000000001,0.375,0.0,0.4416666666666667
EMP2268,Low,44,Average,3,2,No Change,0.55,0.625,0.5,0.5583333333333333
EMP2269,Medium,28,Poor,5,4,No Change,0.6000000000000001,0.625,0.5,0.5750000000000001
EMP2270,Medium,53,Good,3,1,Decrease,0.4125000000000001,0.75,1.0,0.7208333333333333
EMP2271,Low,26,Average,1,2,Increase,0.325,0.375,0.0,0.2333333333333333
EMP2272,Low,52,Average,4,1,No Change,0.65,0.875,0.5,0.6749999999999999
EMP2273,Low,26,Average,2,1,No Change,0.325,0.625,0.5,0.48333333333333334
EMP2274,High,20,Good,5,3,Decrease,0.0,0.75,1.0,0.5833333333333334
EMP2275,High,26,Poor,5,2,No Change,0.575,0.875,0.5,0.65
EMP2276,High,57,Average,1,4,Increase,0.7125,0.125,0.0,0.2791666666666667
EMP2277,Low,21,Good,3,4,Decrease,0.012500000000000011,0.375,1.0,0.46249999999999997
EMP2278,High,22,Average,1,4,Decrease,0.275,0.125,1.0,0.4666666666666666
EMP2279,Low,29,Average,4,2,No Change,0.36250000000000004,0.75,0.5,0.5375
EMP2280,High,37,Good,4,4,No Change,0.21250000000000002,0.5,0.5,0.4041666666666666
EMP2281,Medium,31,Poor,2,1,No Change,0.6375,0.625,0.5,0.5875
EMP2282,High,57,Good,2,5,No Change,0.4625,0.125,0.5,0.3625
EMP2283,Low,27,Poor,4,4,No Change,0.5875,0.5,0.5,0.5291666666666667
EMP2284,Medium,49,Average,4,3,No Change,0.6125,0.625,0.5,0.5791666666666667
EMP2285,High,36,Good,2,2,Decrease,0.2,0.5,1.0,0.5666666666666667
EMP2286,Low,27,Poor,5,3,Decrease,0.5875,0.75,1.0,0.7791666666666667
EMP2287,Medium,29,Good,5,4,Increase,0.11250000000000004,0.625,0.0,0.24583333333333335
EMP2288,Low,24,Average,5,1,No Change,0.30000000000000004,1.0,0.5,0.6
EMP2289,High,26,Poor,1,2,No Change,0.575,0.375,0.5,0.48333333333333334
EMP2290,Low,47,Average,5,4,Increase,0.5875,0.625,0.0,0.4041666666666666
EMP2291,Medium,47,Poor,2,2,No Change,0.8375,0.5,0.5,0.6124999999999999
EMP2292,Medium,52,Good,2,3,No Change,0.4,0.375,0.5,0.425
EMP2293,High,33,Good,5,5,No Change,0.16250000000000003,0.5,0.5,0.3875
EMP2294,High,52,Average,2,2,Increase,0.65,0.5,0.0,0.3833333333333333
EMP2295,Low,43,Good,1,1,Increase,0.2875,0.5,0.0,0.2625
EMP2296,High,45,Poor,3,4,Increase,0.8125,0.375,0.0,0.3958333333333333
EMP2297,Low,47,Average,2,2,No Change,0.5875,0.5,0.5,0.5291666666666667
EMP2298,High,32,Good,4,4,No Change,0.15000000000000002,0.5,0.5,0.3833333333333333
EMP2299,Medium,33,Average,1,5,Increase,0.41250000000000003,0.0,0.0,0.1375
EMP2300,High,21,Good,4,3,Increase,0.012500000000000011,0.625,0.0,0.2125
EMP2301,High,45,Average,2,5,Increase,0.5625,0.125,0.0,0.22916666666666666
EMP2302,High,31,Average,3,2,Decrease,0.3875,0.625,1.0,0.6708333333333334
EMP2303,High,34,Average,5,5,Increase,0.42500000000000004,0.5,0.0,0.30833333333333335
EMP2304,Low,40,Poor,5,5,Decrease,0.75,0.5,1.0,0.75
EMP2305,Low,26,Poor,3,1,No Change,0.575,0.75,0.5,0.6083333333333333
EMP2306,High,53,Good,1,5,Increase,0.4125000000000001,0.0,0.0,0.13750000000000004
EMP2307,High,56,Poor,5,2,Decrease,0.9500000000000001,0.875,1.0,0.9416666666666668
EMP2308,Medium,29,Average,1,5,Decrease,0.36250000000000004,0.0,1.0,0.45416666666666666
EMP2309,Low,54,Good,4,3,Decrease,0.42500000000000004,0.625,1.0,0.6833333333333332
EMP2310,Low,38,Poor,3,3,Decrease,0.7250000000000001,0.5,1.0,0.7416666666666667
EMP2311,Medium,22,Average,5,4,No Change,0.275,0.625,0.5,0.4666666666666666
EMP2312,Low,52,Good,4,1,Increase,0.4,0.875,0.0,0.425
EMP2313,High,47,Average,5,3,No Change,0.5875,0.75,0.5,0.6124999999999999
EMP2314,Low,31,Average,4,3,No Change,0.3875,0.625,0.5,0.5041666666666667
EMP2315,Low,36,Good,1,4,No Change,0.2,0.125,0.5,0.27499999999999997
EMP2316,High,40,Poor,2,3,Increase,0.75,0.375,0.0,0.375
EMP2317,Low,48,Average,3,1,Increase,0.6000000000000001,0.75,0.0,0.45
EMP2318,Medium,30,Poor,2,2,No Change,0.625,0.5,0.5,0.5416666666666666
EMP2319,Medium,32,Poor,4,5,No Change,0.65,0.375,0.5,0.5083333333333333
EMP2320,High,48,Poor,4,4,Decrease,0.8500000000000001,0.5,1.0,0.7833333333333333
EMP2321,Low,25,Good,5,1,Decrease,0.0625,1.0,1.0,0.6875
EMP2322,High,35,Poor,3,1,No Change,0.6875,0.75,0.5,0.6458333333333334
EMP2323,High,32,Poor,1,5,Increase,0.65,0.0,0.0,0.21666666666666667
EMP2324,Medium,42,Good,3,2,Increase,0.275,0.625,0.0,0.3
EMP2325,High,50,Average,4,1,No Change,0.625,0.875,0.5,0.6666666666666666
EMP2326,High,25,Average,3,3,Decrease,0.3125,0.5,1.0,0.6041666666666666
EMP2327,High,31,Average,5,3,Decrease,0.3875,0.75,1.0,0.7125
EMP2328,Low,28,Average,1,5,No Change,0.35000000000000003,0.0,0.5,0.2833333333333334
EMP2329,Medium,27,Poor,1,1,Decrease,0.5875,0.5,1.0,0.6958333333333333
EMP2330,Medium,58,Poor,3,2,Decrease,0.9750000000000001,0.625,1.0,0.8666666666666667
EMP2331,Low,22,Average,3,4,Decrease,0.275,0.375,1.0,0.5499999999999999
EMP2332,Medium,20,Poor,1,3,Decrease,0.5,0.25,1.0,0.5833333333333334
EMP2333,Low,52,Poor,4,1,No Change,0.9,0.875,0.5,0.7583333333333333
EMP2334,High,28,Good,3,2,Increase,0.10000000000000003,0.625,0.0,0.2416666666666667
EMP2335,High,51,Good,3,2,Decrease,0.38750000000000007,0.625,1.0,0.6708333333333334
EMP2336,Low,57,Average,2,2,No Change,0.7125,0.5,0.5,0.5708333333333333
EMP2337,High,33,Poor,5,5,Decrease,0.6625000000000001,0.5,1.0,0.7208333333333333
EMP2338,Low,50,Good,3,4,No Change,0.375,0.375,0.5,0.4166666666666667
EMP2339,Low,54,Poor,3,2,Decrease,0.925,0.625,1.0,0.85
EMP2340,Low,22,Good,2,2,Decrease,0.025000000000000022,0.5,1.0,0.5083333333333333
EMP2341,Medium,37,Poor,1,1,Increase,0.7125,0.5,0.0,0.4041666666666666
EMP2342,Medium,52,Poor,3,1,Decrease,0.9,0.75,1.0,0.8833333333333333
EMP2343,High,56,Average,3,4,No Change,0.7000000000000001,0.375,0.5,0.525
EMP2344,Medium,45,Poor,4,2,Decrease,0.8125,0.75,1.0,0.8541666666666666
EMP2345,Medium,53,Average,4,2,Decrease,0.6625000000000001,0.75,1.0,0.8041666666666667
EMP2346,Medium,49,Average,1,3,Increase,0.6125,0.25,0.0,0.28750000000000003
EMP2347,High,43,Average,1,5,Decrease,0.5375,0.0,1.0,0.5125000000000001
EMP2348,Low,32,Poor,2,4,No Change,0.65,0.25,0.5,0.4666666666666666
EMP2349,Low,51,Average,3,5,Increase,0.6375000000000001,0.25,0.0,0.29583333333333334
EMP2350,High,35,Good,1,3,No Change,0.1875,0.25,0.5,0.3125
EMP2351,High,60,Average,3,5,No Change,0.75,0.25,0.5,0.5
EMP2352,Low,38,Poor,2,2,Increase,0.7250000000000001,0.5,0.0,0.4083333333333334
EMP2353,Low,58,Average,2,2,Increase,0.7250000000000001,0.5,0.0,0.4083333333333334
EMP2354,Low,46,Average,3,2,No Change,0.5750000000000001,0.625,0.5,0.5666666666666668
EMP2355,Low,30,Average,3,1,Decrease,0.375,0.75,1.0,0.7083333333333334
EMP2356,Low,23,Good,3,5,Decrease,0.03750000000000003,0.25,1.0,0.4291666666666667
EMP2357,Low,50,Good,2,4,Decrease,0.375,0.25,1.0,0.5416666666666666
EMP2358,Low,44,Average,3,5,Decrease,0.55,0.25,1.0,0.6
EMP2359,High,29,Poor,2,5,No Change,0.6125,0.125,0.5,0.41250000000000003
EMP2360,Medium,25,Average,3,1,Decrease,0.3125,0.75,1.0,0.6875
EMP2361,Low,40,Good,3,5,Decrease,0.25,0.25,1.0,0.5
EMP2362,Low,38,Good,2,4,Decrease,0.22500000000000003,0.25,1.0,0.4916666666666667
EMP2363,Low,53,Poor,2,3,No Change,0.9125000000000001,0.375,0.5,0.5958333333333333
EMP2364,Low,33,Poor,3,5,Decrease,0.6625000000000001,0.25,1.0,0.6375000000000001
EMP2365,High,48,Average,1,4,No Change,0.6000000000000001,0.125,0.5,0.4083333333333334
EMP2366,Medium,30,Good,5,1,No Change,0.125,1.0,0.5,0.5416666666666666
EMP2367,High,56,Poor,1,3,Increase,0.9500000000000001,0.25,0.0,0.4000000000000001
EMP2368,Medium,25,Good,2,2,Decrease,0.0625,0.5,1.0,0.5208333333333334
EMP2369,High,35,Average,5,3,No Change,0.4375,0.75,0.5,0.5625
EMP2370,Medium,43,Poor,1,1,No Change,0.7875,0.5,0.5,0.5958333333333333
EMP2371,High,48,Poor,2,4,Increase,0.8500000000000001,0.25,0.0,0.3666666666666667
EMP2372,Medium,28,Average,3,5,Increase,0.35000000000000003,0.25,0.0,0.20000000000000004
EMP2373,High,20,Average,3,2,Increase,0.25,0.625,0.0,0.2916666666666667
EMP2374,High,29,Good,3,5,Decrease,0.11250000000000004,0.25,1.0,0.45416666666666666
EMP2375,Medium,44,Poor,3,1,Decrease,0.8,0.75,1.0,0.85
EMP2376,High,28,Good,1,5,No Change,0.10000000000000003,0.0,0.5,0.20000000000000004
EMP2377,Low,33,Good,3,4,No Change,0.16250000000000003,0.375,0.5,0.3458333333333334
EMP2378,Low,32,Good,1,3,No Change,0.15000000000000002,0.25,0.5,0.3
EMP2379,High,27,Good,2,1,Decrease,0.08750000000000002,0.625,1.0,0.5708333333333333
EMP2380,High,27,Good,4,2,Increase,0.08750000000000002,0.75,0.0,0.2791666666666667
EMP2381,Medium,43,Average,3,3,Decrease,0.5375,0.5,1.0,0.6791666666666667
EMP2382,High,54,Average,4,5,Decrease,0.675,0.375,1.0,0.6833333333333332
EMP2383,Low,28,Good,4,5,Decrease,0.10000000000000003,0.375,1.0,0.4916666666666667
EMP2384,Low,43,Poor,5,1,No Change,0.7875,1.0,0.5,0.7625000000000001
EMP2385,Medium,25,Poor,2,4,Decrease,0.5625,0.25,1.0,0.6041666666666666
EMP2386,High,46,Average,1,5,Increase,0.5750000000000001,0.0,0.0,0.19166666666666668
EMP2387,Low,34,Good,1,3,No Change,0.17500000000000004,0.25,0.5,0.30833333333333335
EMP2388,Medium,27,Poor,1,2,Increase,0.5875,0.375,0.0,0.32083333333333336
EMP2389,Low,27,Good,2,3,Decrease,0.08750000000000002,0.375,1.0,0.4875
EMP2390,Medium,21,Good,1,4,Increase,0.012500000000000011,0.125,0.0,0.04583333333333334
EMP2391,High,20,Average,2,2,No Change,0.25,0.5,0.5,0.4166666666666667
EMP2392,Low,42,Good,2,2,Increase,0.275,0.5,0.0,0.25833333333333336
EMP2393,Medium,35,Average,4,4,Increase,0.4375,0.5,0.0,0.3125
EMP2394,Low,60,Average,4,3,No Change,0.75,0.625,0.5,0.625
EMP2395,High,24,Poor,1,5,Decrease,0.55,0.0,1.0,0.5166666666666667
EMP2396,Low,58,Poor,1,3,Decrease,0.9750000000000001,0.25,1.0,0.7416666666666667
EMP2397,Medium,26,Good,2,3,Decrease,0.07500000000000001,0.375,1.0,0.48333333333333334
EMP2398,Low,34,Average,1,1,Decrease,0.42500000000000004,0.5,1.0,0.6416666666666667
EMP2399,Medium,53,Poor,5,3,Decrease,0.9125000000000001,0.75,1.0,0.8875000000000001
EMP2400,Low,44,Average,2,5,No Change,0.55,0.125,0.5,0.39166666666666666
EMP2401,Medium,48,Average,1,5,No Change,0.6000000000000001,0.0,0.5,0.3666666666666667
EMP2402,Low,33,Good,5,4,Increase,0.16250000000000003,0.625,0.0,0.2625
EMP2403,Low,33,Average,1,2,Increase,0.41250000000000003,0.375,0.0,0.2625
EMP2404,Medium,45,Good,1,3,No Change,0.3125,0.25,0.5,0.3541666666666667
EMP2405,Medium,23,Poor,3,1,No Change,0.5375000000000001,0.75,0.5,0.5958333333333333
EMP2406,Low,52,Good,4,2,No Change,0.4,0.75,0.5,0.5499999999999999
EMP2407,Medium,48,Good,5,3,Increase,0.3500000000000001,0.75,0.0,0.3666666666666667
EMP2408,High,42,Poor,4,3,Decrease,0.775,0.625,1.0,0.7999999999999999
